,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_BUREAU,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,DAYS_CREDIT_UPDATE,AMT_ANNUITY_y,MIN_MONTH,AVERAGE_LOAN_TYPE,ACTIVE_LOANS_PERCENTAGE,DAYS_DIFF,CREDIT_ENDDATE_PERCENTAGE,DEBT_CREDIT_RATIO,OVERDUE_DEBT_RATIO,AVG_CREDITDAYS_PROLONGED,SK_ID_PREV,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,SK_DPD,SK_DPD_DEF,INSTALLMENTS_PER_LOAN,CREDIT_LOAD,DPD_COUNT,AVG_DPD,PERCENTAGE_MISSED_PAYMENTS,CASH_CARD_RATIO,DRAWINGS_RATIO,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT_x,DAYS_DECISION_x,SELLERPLACE_AREA,CNT_PAYMENT_x,DAYS_FIRST_DRAWING_x,DAYS_FIRST_DUE_x,DAYS_LAST_DUE_1ST_VERSION_x,DAYS_LAST_DUE_x,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,DIFF_APP_CRE_x,DOWN_PERCENTAGE_x,DIFF_APP_GOODS_x,DIFF_CRE_GOODS_x,FLAG_DOWN_x,TOT_CNT_PAYMENT,CNT_PAYMENT_y,TOT_RATE_DOWN_PAYMENT,RATE_DOWN_PAYMENT_y,TOT_DIFF_APP_CRE,DIFF_APP_CRE_y,TOT_DOWN_PERCENTAGE,DOWN_PERCENTAGE_y,TOT_DIFF_APP_GOODS,DIFF_APP_GOODS_y,TOT_DIFF_CRE_GOODS,DIFF_CRE_GOODS_y,TOT_FLAG_DOWN,FLAG_DOWN_y,TOT_DAYS_LAST_DUE,DAYS_LAST_DUE_y,TOT_DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE_1ST_VERSION_y,TOT_DAYS_FIRST_DUE,DAYS_FIRST_DUE_y,TOT_DAYS_FIRST_DRAWING,DAYS_FIRST_DRAWING_y,TOT_DAYS_DECISION,DAYS_DECISION_y
17641,121679,0.0,Cash loans,F,0.0,1.0,0,90000.0,254700.0,14751.0,225000.0,ALONE,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,43.0,365243,-13730.0,-4724,-1.0,1,0,0,1,0,0,,2.0,2,2,WEED,9,0,0,0,0,0,0,XNA,,0.2653799534379413,0.3185955240537633,2.0,1.0,2.0,1.0,-536.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5064510.0,-802.2307692307693,0.0,-615.7,-920.1429,0.0,0.0,104564.33,24298.57,3400.7908,0.0,-449.61538461538464,,,6.5,0.46153846153846156,135.46153846153845,0.46153846153846156,0.23237915,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12856.095,126000.0,137484.0,,189000.0,0.0,9.333333333333334,1.0,1.0,,-434.8333333333333,-1.0,18.0,365243.0,-472.25,37.75,91064.25,91068.5,0.16666667,0.9424969,,0.9424969,1.0627,0.0,18.0,72.0,,,0.9424969,0.9424969,,,0.9424969,0.9424969,1.0627,1.0627,0.0,0.0,91064.25,-513.0,37.75,-513.0,-472.25,-843.0,365243.0,365243.0,-434.8333333333333,-357.0
20743,125475,0.0,Cash loans,M,1.0,0.0,1,225000.0,1006920.0,42660.0,900000.0,ALONE,Working,Secondary / secondary special,Single / not married,House / apartment,0.010556,43.0,-1981,-4681.0,-3000,11.0,1,1,0,1,0,0,2,2.0,3,3,WEED,17,0,0,0,1,1,0,Medicine,,0.4088019050930744,0.6041125998015721,0.0,0.0,0.0,0.0,-443.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0,6313994.5,-1426.375,0.0,1747.0,-1237.0,0.0,0.0,1249240.5,689503.5,0.0,0.0,-626.75,,,2.6666666666666665,0.5,118.0,0.375,0.5519382,0.0,0.0,1729798.0,-8.5,27413.89,784285.7142857143,24230.77,53617.73,0.0,33511.402,2295.7104,54777.992,52482.28,27207.459,27492.928,27492.928,0.23076923,3.142857142857143,0.0,3.1538463,4.642857,0.0,0.0,8.0,0.22510034939236112,0.0,0.0,7.142857142857143,41.96373,1706018.75,29584.553,343635.0,342511.5,13090.5,515452.5,0.3333333333333333,17.0,1.0,1.0,0.101381294,-715.0,-0.3333333333333333,5.0,182405.5,-990.0,181964.5,-733.5,181969.0,-0.33333334,1.0132141,0.10264281,1.0132141,0.9871262,1.0,5.0,10.0,0.101381294,0.101381294,1.0132141,1.0132141,0.10264281,0.10264281,1.0132141,1.0132141,0.9871262,0.9871262,1.0,1.0,-733.5,-1314.0,181964.5,-1314.0,-990.0,-1584.0,182405.5,-432.0,-715.0,-443.0
21200,126023,0.0,Cash loans,F,0.0,0.0,0,58500.0,284400.0,16011.0,225000.0,FAMILY,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0.032561,43.0,365243,-13476.0,-4108,-1.0,1,0,0,1,1,0,,1.0,1,1,WEED,14,0,0,0,0,0,0,XNA,,0.7942051413275927,0.6397075677637197,5.0,1.0,5.0,1.0,-1529.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,5086300.5,-1530.75,0.0,-1361.0,-1313.0,0.0,0.0,149766.28,0.0,94500.0,0.0,-832.5,,,2.0,0.5,589.25,0.25,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12640.186,103582.93,106461.64,2523.0,103582.93,0.14285714285714285,13.0,1.0,1.0,0.034511853,-1964.2857142857142,238.42857142857142,11.142858,365243.0,-1881.8334,-1581.8334,-1581.8334,-1568.3334,0.5714286,0.98388046,0.03501787,0.98388046,1.0192722,1.0,11.142858,78.0,0.034511853,0.034511853,0.98388046,0.98388046,0.03501787,0.03501787,0.98388046,0.98388046,1.0192722,1.0192722,1.0,1.0,-1581.8334,-2375.0,-1581.8334,-2375.0,-1881.8334,-2525.0,365243.0,365243.0,-1964.2857142857142,-2276.0
24353,129856,0.0,Cash loans,M,0.0,0.0,0,324000.0,1288350.0,37053.0,1125000.0,FAMILY,Working,Secondary / secondary special,Married,House / apartment,0.01885,43.0,-486,-2620.0,-1919,-1.0,1,1,0,1,0,0,2,2.0,2,2,WEED,17,0,0,0,0,0,0,Business Entity Type 3,0.4076032349277931,0.5620037006330016,0.2925880073368475,1.0,1.0,1.0,1.0,-47.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,5515592.714285715,-2013.0,0.0,-1010.1667,-1345.0,7272.105,0.0,279060.44,75469.5,10829.64,0.0,-939.4285714285714,4951.278,-65.71428571428571,3.5,0.2857142857142857,193.42857142857142,0.2857142857142857,0.2704414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9684.468,133960.72,138442.5,2268.27,160752.88,0.6666666666666666,16.333333333333332,1.0,1.0,0.040175285,-285.3333333333333,344.5,18.8,365243.0,-303.6,230.4,146020.2,146022.0,0.0,0.97856385,0.045231514,0.97856385,1.0310639,1.0,18.8,94.0,0.040175285,0.040175285,0.97856385,0.97856385,0.045231514,0.045231514,0.97856385,0.97856385,1.0310639,1.0310639,1.0,1.0,146020.2,-197.0,230.4,-18.0,-303.6,-708.0,365243.0,365243.0,-285.3333333333333,-7.0
25786,131599,0.0,Cash loans,M,1.0,0.0,0,360000.0,2250000.0,59355.0,2250000.0,ALONE,State servant,Secondary / secondary special,Married,House / apartment,0.04622,43.0,-6812,-12676.0,-3466,1.0,1,1,0,1,1,0,2,2.0,1,1,WEED,10,0,0,0,0,0,0,Military,,0.7654593036265686,0.6347055309763198,0.0,0.0,0.0,0.0,-919.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0,6819205.5,-669.0,0.0,397.0,-973.0,,0.0,3542649.8,3378237.8,0.0,0.0,-508.0,,,2.0,0.5,610.0,0.5,0.9535907,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4621.4775,85905.0,87324.75,0.0,85905.0,0.5,16.5,1.0,1.0,0.0,-847.0,1000.0,18.0,365243.0,-816.0,-306.0,-501.0,-488.0,0.0,0.95227647,0.0,0.95227647,1.0527592,0.0,18.0,36.0,0.0,0.0,0.95227647,0.95227647,0.0,0.0,0.95227647,0.95227647,1.0527592,1.0527592,0.0,0.0,-501.0,-624.0,-306.0,-414.0,-816.0,-888.0,365243.0,365243.0,-847.0,-919.0
29003,135492,0.0,Cash loans,M,1.0,0.0,0,166500.0,647046.0,17199.0,463500.0,ALONE,Working,Secondary / secondary special,Married,With parents,0.010032,43.0,-474,-6110.0,-3409,7.0,1,1,0,1,0,0,2,2.0,2,2,WEED,10,0,0,0,0,0,0,Transport: type 2,,0.3805683434910913,0.4382813743111921,0.0,0.0,0.0,0.0,-225.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,5909819.5,-940.0,0.0,-744.0,-745.0,0.0,0.0,67283.59,0.0,0.0,0.0,-744.0,,,2.0,0.0,84.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32519.453,271500.0,274016.25,,814500.0,0.0,6.5,1.0,1.0,,-135.33333333333334,-1.0,36.0,365243.0,-193.0,137.0,-133.0,-128.0,-0.6666667,0.97433245,,0.97433245,1.0270565,0.0,36.0,72.0,,,0.97433245,0.97433245,,,0.97433245,0.97433245,1.0270565,1.0270565,0.0,0.0,-133.0,-133.0,137.0,137.0,-193.0,-193.0,365243.0,365243.0,-135.33333333333334,-91.0
29591,136205,0.0,Cash loans,F,0.0,0.0,0,144000.0,1035832.5,33543.0,904500.0,ALONE,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019101,43.0,-1928,-4874.0,-2949,-1.0,1,1,0,1,0,0,2,2.0,2,2,WEED,17,0,0,0,0,0,0,Business Entity Type 3,0.4238983363587308,0.6191722707037983,0.3077366963789207,3.0,0.0,3.0,0.0,-1692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6640993.0,-678.8,0.0,-389.0,-565.3333,2772.0,0.0,132972.47,19019.7,65393.34,0.0,-283.0,,,2.5,0.4,182.2,0.4,0.14303486,0.0,0.0,2652677.0,-36.5,88520.72,118750.0,2312.5,2312.5,0.0,0.0,5770.691,6315.708,6293.7,84049.2,88517.67,88517.67,0.2638889,0.2638888888888889,0.0,0.0,35.704224,0.0,0.0,65.0,0.9075224826388888,0.0,0.0,0.0,100.0,876315.7894736842,18728.893,167270.62,183573.56,6929.25,191166.42,0.375,15.375,1.0,1.0,0.0980886,-1325.625,476.75,9.75,304004.84,-1239.6666,60236.0,60158.168,121069.5,-0.25,0.9208307,0.09960917,0.9208307,0.960079,1.0,9.75,78.0,0.0980886,0.0980886,0.9208307,0.9208307,0.09960917,0.09960917,0.9208307,0.9208307,0.960079,0.960079,1.0,1.0,60158.168,-2208.0,60236.0,-2208.0,-1239.6666,-2538.0,304004.84,-2186.0,-1325.625,-2584.0
29835,136498,0.0,Cash loans,F,0.0,1.0,0,90000.0,463500.0,26739.0,463500.0,FAMILY,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,43.0,365243,-4440.0,-3447,-1.0,1,0,0,1,0,0,,1.0,2,2,WEED,9,0,0,0,0,0,0,XNA,,0.582873717827203,0.7922644738669378,2.0,1.0,2.0,0.0,-2631.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,6659419.0,-1693.3333333333333,0.0,-1510.6666,-1510.6666,0.0,0.0,69525.0,0.0,0.0,0.0,-1221.0,0.0,-55.0,3.0,0.0,576.3333333333334,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10563.975,84450.0,82329.0,8445.0,84450.0,0.0,12.0,1.0,1.0,0.1018828,-2328.6666666666665,77.33333333333333,9.333333,365243.0,-2287.0,-2037.0,-2047.0,-2041.0,0.6666667,1.0320654,0.10320654,1.0320654,0.96928763,1.0,9.333333,28.0,0.1018828,0.1018828,1.0320654,1.0320654,0.10320654,0.10320654,1.0320654,1.0320654,0.96928763,0.96928763,1.0,1.0,-2047.0,-2651.0,-2037.0,-2621.0,-2287.0,-2771.0,365243.0,365243.0,-2328.6666666666665,-1521.0
33896,141418,0.0,Cash loans,F,1.0,1.0,0,225000.0,1762110.0,48456.0,1575000.0,ALONE,Pensioner,Higher education,Married,House / apartment,0.072508,43.0,365243,-9379.0,-4508,4.0,1,0,0,1,0,0,,2.0,1,1,WEED,14,0,0,0,0,0,0,XNA,0.9023643826233476,0.6990374662459145,0.6577838002083306,1.0,0.0,1.0,0.0,-1029.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5523043.0,-597.4,0.0,633.8,-1132.0,0.0,0.0,832122.0,396333.9,0.0,0.0,-84.4,,,2.5,0.8,296.8,1.0,0.47629303,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13735.89,234702.0,265684.5,0.0,234702.0,0.0,11.0,1.0,1.0,0.0,-1029.0,1722.0,24.0,365243.0,-998.0,-308.0,-788.0,-778.0,0.0,0.88338614,0.0,0.88338614,1.1320078,0.0,24.0,24.0,0.0,0.0,0.88338614,0.88338614,0.0,0.0,0.88338614,0.88338614,1.1320078,1.1320078,0.0,0.0,-788.0,-788.0,-308.0,-308.0,-998.0,-998.0,365243.0,365243.0,-1029.0,-1029.0
34767,142484,0.0,Cash loans,F,0.0,1.0,0,121500.0,518562.0,22099.5,463500.0,ALONE,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.020246,43.0,-6695,-8594.0,-662,-1.0,1,1,0,1,0,0,3,1.0,3,3,WEEKEND,12,0,0,0,0,0,0,Trade: type 7,,0.0199278984890102,0.3944954053123993,3.0,0.0,3.0,0.0,-621.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5588103.5,-89.0,0.0,18.5,,0.0,0.0,49500.0,18281.25,0.0,0.0,-15.5,,,2.0,1.0,61.0,1.0,0.3693182,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16970.625,140868.0,148196.25,10675.5,187824.0,0.0,12.25,1.0,1.0,0.06647845,-470.75,339.75,16.666666,365243.0,-523.5,-163.5,-163.5,-160.0,-0.5,0.96615475,0.06719254,0.96615475,1.0390179,1.0,16.666666,50.0,0.06647845,0.06647845,0.96615475,0.96615475,0.06719254,0.06719254,0.96615475,0.96615475,1.0390179,1.0390179,1.0,1.0,-163.5,-197.0,-163.5,-197.0,-523.5,-587.0,365243.0,365243.0,-470.75,-621.0
35726,143664,0.0,Cash loans,F,0.0,1.0,0,164250.0,117162.0,11718.0,103500.0,ALONE,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,43.0,365243,-13959.0,-4872,-1.0,1,0,0,1,0,0,,2.0,2,2,WEED,12,0,0,0,0,0,0,XNA,,0.6316051339724755,0.7636399214572418,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5578038.0,-2469.8,0.0,-1441.0,-2057.4,7485.0,0.0,145194.12,0.0,0.0,0.0,-1157.8,,,2.5,0.0,216.2,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7517.655,42950.25,40232.25,3240.0,42950.25,1.0,9.5,1.0,1.0,0.054454546,-2505.5,112.0,6.0,365243.0,-2534.0,-2384.0,-2444.0,-2439.0,0.0,1.0319831,0.055555556,1.0319831,0.9747387,1.0,6.0,12.0,0.054454546,0.054454546,1.0319831,1.0319831,0.055555556,0.055555556,1.0319831,1.0319831,0.9747387,0.9747387,1.0,1.0,-2444.0,-2444.0,-2384.0,-2384.0,-2534.0,-2534.0,365243.0,365243.0,-2505.5,-2565.0
37122,145357,0.0,Revolving loans,M,0.0,0.0,1,135000.0,270000.0,13500.0,270000.0,ALONE,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00733,43.0,-2260,-9259.0,-4426,-1.0,1,1,0,1,0,0,2,3.0,2,2,WEEKEND,10,0,0,0,0,0,0,Self-employed,,0.6650117637239039,0.8245949709919925,1.0,0.0,1.0,0.0,-121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,6606377.0,-1282.3333333333333,0.0,-491.0,-405.0,9992.25,0.0,248685.0,0.0,0.0,0.0,-267.6666666666667,,,3.0,0.6666666666666666,291.0,0.3333333333333333,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8016.5703,35361.0,38353.5,0.0,35361.0,0.0,14.5,1.0,1.0,0.0,-497.5,30.0,6.0,365243.0,-467.0,-317.0,182275.0,182279.0,0.5,0.89294565,0.0,0.89294565,1.1235518,0.0,6.0,12.0,0.0,0.0,0.89294565,0.89294565,0.0,0.0,0.89294565,0.89294565,1.1235518,1.1235518,0.0,0.0,182275.0,-693.0,-317.0,-693.0,-467.0,-843.0,365243.0,365243.0,-497.5,-121.0
37267,145531,1.0,Cash loans,M,0.0,0.0,0,225000.0,450000.0,30442.5,450000.0,ALONE,Working,Incomplete higher,Married,House / apartment,0.00702,43.0,-2707,-775.0,-252,-1.0,1,1,1,1,0,0,2,2.0,2,2,WEED,15,0,0,0,0,0,0,Industry: type 9,0.2261369260003645,0.6286593217903471,0.1014593569914692,0.0,0.0,0.0,0.0,-2003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0,6441768.0,-1025.7777777777778,0.0,2875.5,-837.3333,15750.0,0.0,1815812.0,1114043.0,0.0,0.0,-227.77777777777777,,,3.0,0.6666666666666666,229.88888888888889,0.8888888888888888,0.6135233,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10086.195,87639.625,89249.81,4125.857,107115.1,0.0,14.727272727272727,1.0,1.0,0.088169314,-1329.7272727272727,289.54545454545456,9.777778,365243.0,-1367.8,-1061.8,71951.6,71958.4,-0.45454547,1.0032618,0.08954612,1.0032618,1.0024252,1.0,9.777778,88.0,0.088169314,0.088169314,1.0032618,1.0032618,0.08954612,0.08954612,1.0032618,1.0032618,1.0024252,1.0024252,1.0,1.0,71951.6,-2487.0,-1061.8,-2487.0,-1367.8,-2757.0,365243.0,365243.0,-1329.7272727272727,-2003.0
40400,149336,0.0,Cash loans,F,0.0,1.0,0,121500.0,970380.0,28503.0,810000.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.020246,43.0,-690,-35.0,-26,-1.0,1,1,0,1,0,0,2,2.0,3,3,WEED,11,0,0,0,0,0,0,Medicine,,0.4102666605549575,0.2276129150623945,0.0,0.0,0.0,0.0,-1584.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,5663065.1875,-1342.15625,0.0,1287.5,-1107.125,2181.4614,0.0,76900.984,33115.484,1179.2386,0.0,-756.4375,,,10.666666666666666,0.25,74.875,0.25,0.43062496,0.0,0.0,1731312.0,-21.0,148941.73,180000.0,16869.512,17089.023,0.0,219.51219,8346.474,29673.15,29673.15,143343.8,147760.31,147760.31,1.0,1.024390243902439,0.0,0.024390243,19.525,0.0,0.0,39.0,1.0327332465277779,0.0,0.0,0.0,98.71548,1668214.2857142857,24226.17,355136.7,403594.7,0.0,399528.78,0.0,10.555555555555555,1.0,1.0,0.0,-1117.3333333333333,-1.0,18.666666,324520.78,-1085.6666,40165.332,80496.11,80500.445,0.7777778,0.82643414,0.0,0.82643414,1.0757347,0.0,18.666666,168.0,0.0,0.0,0.82643414,0.82643414,0.0,0.0,0.82643414,0.82643414,1.0757347,1.0757347,0.0,0.0,80496.11,-1723.0,40165.332,-1663.0,-1085.6666,-1993.0,324520.78,-1257.0,-1117.3333333333333,-1037.0
41699,150945,0.0,Cash loans,M,1.0,1.0,0,225000.0,225000.0,14377.5,225000.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.035792,43.0,-3713,-4820.0,-3029,9.0,1,1,0,1,1,0,2,2.0,2,2,WEED,14,0,0,0,0,0,0,Construction,0.6289432287381018,0.6859680354489567,0.2636468134452008,0.0,0.0,0.0,0.0,-2585.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,6634000.833333333,-1302.0,0.0,-873.0,-1256.6666,,0.0,353463.0,168527.25,0.0,0.0,-442.3333333333333,0.0,-42.5,3.0,0.5,411.3333333333333,0.5,0.47678894,0.0,0.0,2354765.0,-5.5,318386.53,376875.0,53437.5,54281.246,0.0,843.7444,14368.359,25293.215,22131.562,310121.6,316479.66,316479.66,1.25,1.375,0.0,0.125,3.5,0.0,0.0,7.0,0.9143984616126544,0.0,0.0,0.0,98.4456,3947726.9886363638,10260.932,123354.0,122557.5,2205.0,158598.0,0.4444444444444444,13.555555555555555,1.0,1.0,0.07711037,-870.7777777777778,44.666666666666664,12.285714,304327.66,-1170.3334,59965.5,120817.0,120909.836,-0.22222222,1.0346141,0.08066384,1.0346141,0.9681385,1.0,12.285714,86.0,0.07711037,0.07711037,1.0346141,1.0346141,0.08066384,0.08066384,1.0346141,1.0346141,0.9681385,0.9681385,1.0,1.0,120817.0,-2404.0,59965.5,-2404.0,-1170.3334,-2554.0,304327.66,-249.0,-870.7777777777778,-268.0
42381,151790,0.0,Cash loans,M,1.0,0.0,1,270000.0,225000.0,10944.0,225000.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.00712,43.0,-806,-6429.0,-1689,21.0,1,1,1,1,0,0,2,3.0,2,2,WEEKEND,8,0,1,1,0,1,1,Business Entity Type 3,0.0565306494488681,0.4484254063704244,0.1528662291550415,0.0,0.0,0.0,0.0,-1383.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,6350095.0,-448.6666666666667,0.0,15323.75,-167.5,56.429996,0.1111111111111111,106231.26,67129.95,64.99928,0.0,-51.111111111111114,,,4.5,0.7777777777777778,64.77777777777777,0.7777777777777778,0.6319228,0.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12508.2,93000.0,105771.0,,139500.0,0.0,9.666666666666666,1.0,1.0,,-315.6666666666667,4.0,21.0,365243.0,-421.0,269.0,365243.0,365243.0,-0.33333334,0.8776159,,0.8776159,1.1394999,0.0,21.0,42.0,,,0.8776159,0.8776159,,,0.8776159,0.8776159,1.1394999,1.1394999,0.0,0.0,365243.0,365243.0,269.0,269.0,-421.0,-421.0,365243.0,365243.0,-315.6666666666667,-248.0
43820,153554,0.0,Cash loans,M,1.0,1.0,1,315000.0,1350000.0,39474.0,1350000.0,ALONE,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,43.0,-654,-3148.0,-4336,16.0,1,1,0,1,0,0,2,3.0,2,2,WEED,11,0,0,0,0,0,0,Business Entity Type 3,,0.4578702443363679,,0.0,0.0,0.0,0.0,-1761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386341.0,-48.5,0.0,40781.25,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,12492.54,72931.43,117818.93,0.0,97241.91,0.0,13.5,1.0,1.0,0.0,-1669.5,779.5,18.0,365243.0,182384.5,182909.5,182429.5,182432.0,-0.25,0.7086811,0.0,0.7086811,1.066,0.0,18.0,36.0,0.0,0.0,0.7086811,0.7086811,0.0,0.0,0.7086811,0.7086811,1.066,1.066,0.0,0.0,182429.5,-384.0,182909.5,576.0,182384.5,-474.0,365243.0,365243.0,-1669.5,-1498.0
